Amostra,Sinal_Original,Sinal_Filtrado
19352,-6796.000000,-1985.038949
19353,-8055.000000,-4802.922357
19354,-8091.000000,-6892.829342
19355,-6901.000000,-7937.684056
19356,-4665.000000,-7778.996552
19357,-1720.000000,-6440.788988
19358,1485.000000,-4125.752945
19359,4465.000000,-1184.905936
19360,6768.000000,1935.705679
19361,8044.000000,4762.770755
19362,8099.000000,6867.317968
19363,6926.000000,7929.944501
19364,4701.000000,7789.380741
19365,1762.000000,6466.729867
19366,-1444.000000,4162.467447
19367,-4431.000000,1226.299449
19368,-6746.000000,-1896.127996
19369,-8036.000000,-4730.858124
19370,-8106.000000,-6847.396448
19371,-6945.000000,-7924.240633
19372,-4729.000000,-7797.770658
19373,-1794.000000,-6486.987770
19374,1413.000000,-4190.778764
19375,4406.000000,-1257.857079
19376,6729.000000,1866.244438
19377,8030.000000,4706.856826
19378,8111.000000,6832.385847
19379,6958.000000,7919.748663
19380,4748.000000,7803.420676
19381,1816.000000,6500.939050
19382,-1393.000000,4210.152196
19383,-4389.000000,1279.184954
19384,-6719.000000,-1846.345747
19385,-8027.000000,-4691.300208
19386,-8114.000000,-6823.082621
19387,-6967.000000,-7917.334609
19388,-4759.000000,-7807.369954
19389,-1827.000000,-6509.567654
19390,1382.000000,-4221.266664
19391,4381.000000,-1290.790447
19392,6714.000000,1835.984611
19393,8025.000000,4683.447512
19394,8114.000000,6818.254060
19395,6968.000000,7915.302133
19396,4761.000000,7807.453761
19397,1829.000000,6511.007578
19398,-1382.000000,4223.182088
19399,-4382.000000,1292.213983
19400,-6715.000000,-1835.573857
19401,-8026.000000,-4683.925286
19402,-8113.000000,-6819.036689
19403,-6965.000000,-7915.490221
19404,-4756.000000,-7806.198643
19405,-1821.000000,-6507.711293
19406,1391.000000,-4217.563761
19407,4391.000000,-1284.598647
19408,6722.000000,1844.200345
19409,8029.000000,4692.058379
19410,8111.000000,6824.903089
19411,6957.000000,7917.431405
19412,4742.000000,7802.949148
19413,1803.000000,6498.728500
19414,-1411.000000,4203.343693
19415,-4409.000000,1266.766141
19416,-6735.000000,-1863.009514
19417,-8034.000000,-4708.631588
19418,-8106.000000,-6836.016097
19419,-6943.000000,-7920.529456
19420,-4719.000000,-7796.698342
19421,-1775.000000,-6483.210966
19422,1440.000000,-4180.253067
19423,4435.000000,-1239.233922
19424,6754.000000,1891.033372
19425,8041.000000,4732.807134
19426,8101.000000,6852.201404
19427,6923.000000,7925.485080
19428,4688.000000,7788.555485
19429,1737.000000,6462.166204
19430,-1480.000000,4148.774393
19431,-4471.000000,1201.535278
19432,-6778.000000,-1929.360928
19433,-8050.000000,-4765.456176
19434,-8093.000000,-6873.526820
19435,-6897.000000,-7931.486036
19436,-4648.000000,-7777.341661
19437,-1688.000000,-6434.460574
19438,1530.000000,-4108.036574
19439,4515.000000,-1153.519708
19440,6808.000000,1977.453190
19441,8062.000000,4806.118009
19442,8082.000000,6900.030547
19443,6866.000000,7938.917170
19444,4600.000000,7763.699867
19445,1630.000000,6401.060174
19446,-1589.000000,4059.321910
19447,-4566.000000,1096.562295
19448,-6844.000000,-2034.148253
19449,-8075.000000,-4853.862649
19450,-8070.000000,-6931.027824
19451,-6829.000000,-7947.540512
19452,-4543.000000,-7747.536362
19453,-1562.000000,-6361.565423
19454,1659.000000,-4001.796765
19455,4626.000000,-1029.326858
19456,6885.000000,2100.916161
19457,8089.000000,4909.630672
19458,8054.000000,6966.524898
19459,6785.000000,7956.365006
19460,4477.000000,7727.426535
19461,1483.000000,6314.768275
19462,-1739.000000,3934.699420
19463,-4694.000000,951.693184
19464,-6930.000000,-2177.225819
19465,-8104.000000,-4972.588391
19466,-8036.000000,-7006.010423
19467,-6735.000000,-7965.674604
19468,-4402.000000,-7704.199069
19469,-1394.000000,-6261.550631
19470,1829.000000,-3858.780374
19471,4770.000000,-864.172516
19472,6980.000000,2262.943021
19473,8120.000000,5042.974954
19474,8014.000000,7049.656975
19475,6678.000000,7975.064139
19476,4318.000000,7677.023921
19477,1295.000000,6201.167342
19478,-1928.000000,3773.711408
19479,-4854.000000,766.899050
19480,-7036.000000,-2357.831839
19481,-8136.000000,-5120.710289
19482,-7989.000000,-7097.467703
19483,-6614.000000,-7984.660902
19484,-4224.000000,-7646.020052
19485,-1185.000000,-6133.395245
19486,2036.000000,-3678.949572
19487,4945.000000,-659.435275
19488,7094.000000,2461.537991
19489,8153.000000,5204.533489
19490,7960.000000,7148.079014
19491,6544.000000,7993.599588
19492,4122.000000,7611.119068
19493,1065.000000,6059.044077
19494,-2154.000000,3575.573987
19495,-5043.000000,542.431054
19496,-7156.000000,-2574.101384
19497,-8170.000000,-5294.991693
19498,-7927.000000,-7201.993453
19499,-6465.000000,-8001.781097
19500,-4008.000000,-7571.083711
19501,-935.000000,-5975.906432
19502,2283.000000,-3461.427753
19503,5149.000000,-414.295751
19504,7222.000000,2696.595608
19505,8185.000000,5392.469249
19506,7889.000000,7258.727369
19507,6377.000000,8008.230797
19508,3885.000000,7525.351570
19509,794.000000,5884.265096
19510,-2419.000000,3337.453109
19511,-5260.000000,276.799766
19512,-7291.000000,-2826.591653
19513,-8199.000000,-5494.875672
19514,-7845.000000,-7317.119503
19515,-6283.000000,-8012.745934
19516,-3752.000000,-7474.509096
19517,-643.000000,-5784.935828
19518,2565.000000,-3204.028415
19519,5377.000000,-129.442113
19520,7362.000000,2965.078497
19521,8211.000000,5602.781124
19522,7796.000000,7377.182486
19523,6178.000000,8014.757839
19524,3608.000000,7417.039621
19525,482.000000,5675.994838
19526,-2719.000000,3059.943091
19527,-5501.000000,-27.984396
19528,-7435.000000,-3111.847951
19529,-8221.000000,-5716.017890
19530,-7740.000000,-7438.632331
19531,-6064.000000,-8013.859408
19532,-3454.000000,-7352.946881
19533,-310.000000,-5557.874243
19534,2882.000000,-2905.408033
19535,5630.000000,195.522597
19536,7508.000000,3266.522546
19537,8228.000000,5833.532392
19538,7678.000000,7500.308645
19539,5942.000000,8009.503067
19540,3288.000000,7282.199045
19541,127.000000,5430.433664
19542,-3054.000000,2740.106240
19543,-5764.000000,-373.424568
19544,-7583.000000,-3429.429538
19545,-8231.000000,-5955.842037
19546,-7607.000000,-7562.297265
19547,-5808.000000,-8000.523334
19548,-3112.000000,-7202.789996
19549,66.000000,-5292.267840
19550,3234.000000,-2563.869679
19551,5902.000000,560.989788
19552,7657.000000,3599.266671
19553,8229.000000,6081.171507
19554,7529.000000,7623.065595
19555,5665.000000,7986.652823
19556,2924.000000,7115.564290
19557,-268.000000,5144.262156
19558,-3420.000000,2377.446842
19559,-6043.000000,-757.221913
19560,-7730.000000,-3774.953558
19561,-8223.000000,-6208.834316
19562,-7442.000000,-7682.326542
19563,-5510.000000,-7967.263900
19564,-2725.000000,-7019.342470
19565,481.000000,-4985.220927
19566,3614.000000,-2179.615425
19567,6187.000000,963.460569
19568,7803.000000,3957.638667
19569,8209.000000,6339.271446
19570,7346.000000,7739.429626
19571,5344.000000,7941.303402
19572,2514.000000,6913.446060
19573,-704.000000,4814.855533
19574,-3814.000000,1970.622365
19575,-6334.000000,-1178.888577
19576,-7871.000000,-4145.950450
19577,-8190.000000,-6470.778765
19578,-7239.000000,-7793.127729
19579,-5166.000000,-7907.968314
19580,-2292.000000,-6797.240786
19581,937.000000,-4632.933279
19582,4021.000000,-1750.459700
19583,6482.000000,1403.435880
19584,7937.000000,4339.820203
19585,8163.000000,6603.412481
19586,7122.000000,7843.301483
19587,4976.000000,7867.029730
19588,2059.000000,6670.648251
19589,-1179.000000,4439.554183
19590,-4233.000000,1519.638385
19591,-6631.000000,-1636.165928
19592,-8000.000000,-4538.242364
19593,-8127.000000,-6736.243832
19594,-6993.000000,-7888.922273
19595,-4773.000000,-7817.241663
19596,-1812.000000,-6532.153182
19597,1429.000000,-4233.119176
19598,4450.000000,-1277.058263
19599,6779.000000,1877.290045
19600,8057.000000,4740.366031
19601,8082.000000,6867.619091
19602,6852.000000,7928.421692
19603,4557.000000,7757.676647
19604,1555.000000,6381.794483
19605,-1689.000000,4014.559878
19606,-4672.000000,1023.584705
19607,-6928.000000,-2126.693413
19608,-8107.000000,-4946.664307
19609,-8027.000000,-6997.924943
19610,-6698.000000,-7961.616086
19611,-4329.000000,-7687.837374
19612,-1286.000000,-6219.066874
19613,1957.000000,-3783.468045
19614,4896.000000,-759.489398
19615,7074.000000,2382.812230
19616,8151.000000,5154.777076
19617,7960.000000,7125.066993
19618,6531.000000,7987.024651
19619,4086.000000,7606.537705
19620,1005.000000,6042.759867
19621,-2232.000000,3538.902536
19622,-5123.000000,484.386151
19623,-7216.000000,-2645.696886
19624,-8186.000000,-5364.232590
19625,-7881.000000,-7247.900259
19626,-6350.000000,-8003.334615
19627,-3830.000000,-7512.921606
19628,-712.000000,-5852.796870
19629,2515.000000,-3281.174114
19630,5351.000000,-198.593488
19631,7355.000000,2914.955401
19632,8212.000000,5574.767463
19633,7790.000000,7366.404710
19634,6154.000000,8010.517253
19635,3559.000000,7406.578150
19636,410.000000,5648.604769
19637,-2805.000000,3010.367574
19638,-5580.000000,-97.129455
19639,-7488.000000,-3189.509794
19640,-8227.000000,-5784.837360
19641,-7684.000000,-7478.507348
19642,-5943.000000,-8006.351858
19643,-3274.000000,-7285.909369
19644,-95.000000,-5429.221961
19645,3099.000000,-2725.718439
19646,5810.000000,402.987637
19647,7614.000000,3468.907952
19648,8231.000000,5993.752443
19649,7564.000000,7583.708494
19650,5715.000000,7990.597270
19651,2975.000000,7150.561564
19652,-229.000000,5194.590622
19653,-3398.000000,2427.973509
19654,-6037.000000,-717.671905
19655,-7733.000000,-3751.481111
19656,-8221.000000,-6199.692355
19657,-7426.000000,-7679.871839
19658,-5472.000000,-7960.967467
19659,-2662.000000,-6999.091554
19660,563.000000,-4944.209747
19661,3701.000000,-2117.043862
19662,6261.000000,1041.001465
19663,7843.000000,4036.736282
19664,8198.000000,6401.959671
19665,7273.000000,7766.797071
19666,5211.000000,7917.896590
19667,2334.000000,6831.584898
19668,-907.000000,4677.527133
19669,-4007.000000,1792.380356
19670,-6480.000000,-1372.919460
19671,-7941.000000,-4323.655763
19672,-8159.000000,-6598.539904
19673,-7101.000000,-7841.654942
19674,-4933.000000,-7858.412384
19675,-1993.000000,-6646.182410
19676,1260.000000,-4394.366461
19677,4315.000000,-1454.924640
19678,6695.000000,1712.284060
19679,8028.000000,4611.672173
19680,8105.000000,6789.669255
19681,6912.000000,7905.345427
19682,4638.000000,7783.772775
19683,1637.000000,6443.770083
19684,-1619.000000,4095.046113
19685,-4623.000000,1105.267342
19686,-6902.000000,-2057.570600
19687,-8101.000000,-4898.275716
19688,-8032.000000,-6972.122853
19689,-6703.000000,-7954.297853
19690,-4325.000000,-7690.612316
19691,-1269.000000,-6222.169904
19692,1986.000000,-3778.927347
19693,4930.000000,-743.532256
19694,7101.000000,2408.449454
19695,8160.000000,5183.099250
19696,7939.000000,7145.566799
19697,6474.000000,7988.124533
19698,3995.000000,7578.676792
19699,888.000000,5981.369057
19700,-2358.000000,3446.278082
19701,-5235.000000,370.562036
19702,-7290.000000,-2763.532048
19703,-8202.000000,-5464.333451
19704,-7827.000000,-7308.074684
19705,-6225.000000,-8005.514710
19706,-3645.000000,-7447.177284
19707,-494.000000,-5720.474874
19708,2735.000000,-3096.226782
19709,5535.000000,13.874561
19710,7466.000000,3121.867208
19711,8225.000000,5739.930521
19712,7694.000000,7457.154207
19713,5954.000000,8004.020170
19714,3279.000000,7294.441096
19715,90.000000,5439.605077
19716,-3115.000000,2730.613573
19717,-5830.000000,-407.398470
19718,-7629.000000,-3481.630043
19719,-8230.000000,-6009.060591
19720,-7538.000000,-7592.631252
19721,-5661.000000,-7983.460487
19722,-2895.000000,-7119.965638
19723,326.000000,-5137.760170
19724,3496.000000,-2348.273128
19725,6117.000000,810.287051
19726,7776.000000,3841.619668
19727,8213.000000,6269.229795
19728,7359.000000,7711.480938
19729,5347.000000,7941.522168
19730,2495.000000,6922.968545
19731,-751.000000,4815.754748
19732,-3878.000000,1951.015291
19733,-6396.000000,-1220.812606
19734,-7906.000000,-4200.712842
19735,-8174.000000,-6519.759771
19736,-7155.000000,-7813.145217
19737,-5011.000000,-7877.417047
19738,-2077.000000,-6702.306956
19739,1184.000000,-4472.383508
19740,4258.000000,-1538.377539
19741,6662.000000,1637.837865
19742,8017.000000,4556.218697
19743,8110.000000,6757.321061
19744,6926.000000,7894.600953
19745,4652.000000,7789.014180
19746,1644.000000,6457.077141
19747,-1623.000000,4108.188138
19748,-4634.000000,1112.050503
19749,-6916.000000,-2059.461293
19750,-8107.000000,-4906.712730
19751,-8021.000000,-6980.911582
19752,-6672.000000,-7955.182947
19753,-4270.000000,-7676.020437
19754,-1195.000000,-6187.126836
19755,2068.000000,-3722.927531
19756,5005.000000,-671.857619
19757,7154.000000,2485.183200
19758,8174.000000,5250.591033
19759,7905.000000,7188.209407
19760,6390.000000,7992.358020
19761,3867.000000,7536.235705
19762,734.000000,5891.714304
19763,-2516.000000,3317.904943
19764,-5368.000000,220.544060
19765,-7374.000000,-2911.775891
19766,-8216.000000,-5584.846882
19767,-7761.000000,-7376.772252
19768,-6082.000000,-8004.630545
19769,-3442.000000,-7369.259249
19770,-259.000000,-5570.765008
19771,2966.000000,-2892.793155
19772,5722.000000,242.076204
19773,7575.000000,3338.915157
19774,8231.000000,5908.624447
19775,7587.000000,7545.217883
19776,5746.000000,7990.201566
19777,2996.000000,7173.367588
19778,-227.000000,5223.546579
19779,-3415.000000,2448.452488
19780,-6062.000000,-713.581095
19781,-7753.000000,-3762.944489
19782,-8217.000000,-6217.819229
19783,-7384.000000,-7690.211962
19784,-5382.000000,-7947.295606
19785,-2530.000000,-6948.193492
19786,722.000000,-4850.695141
19787,3860.000000,-1986.386143
19788,6389.000000,1192.082007
19789,7906.000000,4182.291463
19790,8173.000000,6511.187746
19791,7148.000000,7810.325215
19792,4991.000000,7874.198577
19793,2045.000000,6692.499699
19794,-1225.000000,4452.006077
19795,-4301.000000,1507.106520
19796,-6697.000000,-1676.344221
19797,-8033.000000,-4594.693573
19798,-8097.000000,-6786.032148
19799,-6880.000000,-7903.377727
19800,-4573.000000,-7769.754522
19801,-1542.000000,-6406.118261
19802,1733.000000,-4028.194520
19803,4734.000000,-1012.417778
19804,6985.000000,2163.733565
19805,8130.000000,4997.292372
19806,7987.000000,7039.461580
19807,6579.000000,7966.718113
19808,4128.000000,7632.036781
19809,1024.000000,6088.311765
19810,-2244.000000,3579.988498
19811,-5156.000000,504.228421
19812,-7250.000000,-2651.619416
19813,-8196.000000,-5387.267544
19814,-7842.000000,-7269.108111
19815,-6245.000000,-7998.761076
19816,-3657.000000,-7460.340036
19817,-490.000000,-5739.041290
19818,2756.000000,-3107.684055
19819,5564.000000,16.583676
19820,7491.000000,3138.394109
19821,8228.000000,5762.614943
19822,7660.000000,7472.739424
19823,5878.000000,7997.386599
19824,3162.000000,7253.409618
19825,-56.000000,5358.611649
19826,-3264.000000,2613.451257
19827,-5956.000000,-546.512062
19828,-7701.000000,-3619.912989
19829,-8225.000000,-6118.936039
19830,-7442.000000,-7646.809047
19831,-5477.000000,-7960.717213
19832,-2642.000000,-7010.462330
19833,612.000000,-4946.812625
19834,3769.000000,-2097.548241
19835,6327.000000,1084.755138
19836,7881.000000,4094.725296
19837,8182.000000,6454.349194
19838,7184.000000,7788.757338
19839,5044.000000,7885.892936
19840,2101.000000,6730.045491
19841,-1174.000000,4504.594781
19842,-4264.000000,1563.210421
19843,-6676.000000,-1626.724387
19844,-8026.000000,-4558.216573
19845,-8101.000000,-6765.154684
19846,-6887.000000,-7896.634314
19847,-4578.000000,-7772.601440
19848,-1540.000000,-6412.514632
19849,1742.000000,-4032.495055
19850,4748.000000,-1011.020781
19851,6998.000000,2171.365731
19852,8135.000000,5008.415780
19853,7977.000000,7048.673979
19854,6551.000000,7967.497706
19855,4081.000000,7618.668678
19856,962.000000,6057.484214
19857,-2311.000000,3532.143844
19858,-5216.000000,444.402344
19859,-7290.000000,-2714.238017
19860,-8204.000000,-5440.812301
19861,-7812.000000,-7301.256133
19862,-6174.000000,-7999.213647
19863,-3554.000000,-7423.202171
19864,-368.000000,-5664.921721
19865,2877.000000,-3004.491401
19866,5664.000000,134.468938
19867,7549.000000,3252.142025
19868,8231.000000,5851.943624
19869,7601.000000,7519.531496
19870,5759.000000,7988.880689
19871,3000.000000,7184.980150
19872,-238.000000,5235.911610
19873,-3438.000000,2452.236623
19874,-6090.000000,-722.433697
19875,-7771.000000,-3782.022394
19876,-8213.000000,-6238.713048
19877,-7345.000000,-7700.720241
19878,-5305.000000,-7934.714959
19879,-2419.000000,-6903.149739
19880,853.000000,-4770.439671
19881,3989.000000,-1876.724346
19882,6489.000000,1316.461913
19883,7954.000000,4299.810945
19884,8148.000000,6597.221121
19885,7043.000000,7841.818573
19886,4813.000000,7834.891376
19887,1815.000000,6577.479657
19888,-1473.000000,4270.165411
19889,-4527.000000,1281.060729
19890,-6856.000000,-1912.713773
19891,-8092.000000,-4801.067864
19892,-8036.000000,-6922.902156
19893,-6695.000000,-7939.416072
19894,-4285.000000,-7687.911722
19895,-1190.000000,-6208.279963
19896,2095.000000,-3736.759245
19897,5046.000000,-668.084135
19898,7189.000000,2507.410321
19899,8185.000000,5282.200126
19900,7872.000000,7212.944852
19901,6301.000000,7991.083582
19902,3722.000000,7492.032343
19903,548.000000,5795.302231
19904,-2714.000000,3171.935005
19905,-5541.000000,41.348181
19906,-7483.000000,-3095.819831
19907,-8228.000000,-5737.978535
19908,-7656.000000,-7462.531849
19909,-5861.000000,-7993.534164
19910,-3126.000000,-7245.955333
19911,108.000000,-5339.101846
19912,3325.000000,-2577.918154
19913,6010.000000,595.769610
19914,7734.000000,3674.230559
19915,8220.000000,6164.955526
19916,7389.000000,7669.161846
19917,5376.000000,7945.754018
19918,2502.000000,6950.339687
19919,-773.000000,4842.200144
19920,-3924.000000,1958.721157
19921,-6446.000000,-1238.374074
19922,-7938.000000,-4237.216906
19923,-8157.000000,-6557.792524
19924,-7068.000000,-7828.145654
19925,-4849.000000,-7844.418241
19926,-1851.000000,-6604.004244
19927,1442.000000,-4305.568129
19928,4506.000000,-1317.215300
19929,6847.000000,1882.422074
19930,8090.000000,4780.557226
19931,8037.000000,6912.490202
19932,6694.000000,7936.338835
19933,4280.000000,7687.895340
19934,1178.000000,6207.044750
19935,-2114.000000,3730.913843
19936,-5065.000000,656.248231
19937,-7204.000000,-2523.650288
19938,-8189.000000,-5298.740460
19939,-7858.000000,-7224.004585
19940,-6268.000000,-7990.432383
19941,-3671.000000,-7474.942139
19942,-485.000000,-5760.075546
19943,2778.000000,-3120.890614
19944,5596.000000,19.051948
19945,7517.000000,3156.058085
19946,8230.000000,5786.842214
19947,7622.000000,7488.912073
19948,5790.000000,7988.742328
19949,3028.000000,7205.893225
19950,-220.000000,5265.926030
19951,-3433.000000,2480.300008
19952,-6095.000000,-703.734575
19953,-7778.000000,-3774.918728
19954,-8211.000000,-6239.908416
19955,-7324.000000,-7702.457774
19956,-5261.000000,-7927.363131
19957,-2353.000000,-6878.553753
19958,934.000000,-4724.609776
19959,4071.000000,-1811.448537
19960,6554.000000,1392.993537
19961,7984.000000,4373.833769
19962,8129.000000,6651.848861
19963,6967.000000,7860.446815
19964,4685.000000,7805.053314
19965,1649.000000,6494.518373
19966,-1651.000000,4139.606159
19967,-4687.000000,1119.037655
19968,-6969.000000,-2081.603427
19969,-8130.000000,-4947.686440
19970,-7982.000000,-7018.019119
19971,-6550.000000,-7959.229665
19972,-4064.000000,-7619.724946
19973,-923.000000,-6054.011387
19974,2365.000000,-3513.970512
19975,5274.000000,-408.411601
19976,7334.000000,2763.005687
19977,8212.000000,5489.829172
19978,7768.000000,7332.775890
19979,6074.000000,7995.018209
19980,3400.000000,7369.882921
19981,179.000000,5557.764579
19982,-3071.000000,2850.355603
19983,-5826.000000,-316.219878
19984,-7644.000000,-3431.967703
19985,-8228.000000,-5994.974497
19986,-7488.000000,-7592.097257
19987,-5541.000000,-7965.978298
19988,-2700.000000,-7056.310200
19989,576.000000,-5009.373029
19990,3759.000000,-2154.916482
19991,6336.000000,1046.932649
19992,7892.000000,4080.043649
19993,8175.000000,6455.457847
19994,7140.000000,7790.107807
19995,4953.000000,7868.637240
19996,1967.000000,6678.179322
19997,-1337.000000,4410.483367
19998,-4424.000000,1431.238787
19999,-6799.000000,-1778.942396
20000,-8076.000000,-4702.258313
20001,-8050.000000,-6867.011747
20002,-6725.000000,-7923.759111
20003,-4314.000000,-7701.836334
20004,-1207.000000,-6236.878464
20005,2095.000000,-3765.231390
20006,5059.000000,-685.785621
20007,7207.000000,2504.507682
20008,8190.000000,5290.636065
20009,7851.000000,7222.549295
20010,6243.000000,7988.051806
20011,3627.000000,7463.322068
20012,426.000000,5733.121019
20013,-2845.000000,3076.993484
20014,-5657.000000,-76.252010
20015,-7554.000000,-3217.419066
20016,-8230.000000,-5838.807409
20017,-7577.000000,-7516.670620
20018,-5698.000000,-7979.822750
20019,-2898.000000,-7153.181362
20020,370.000000,-5170.191203
20021,3578.000000,-2351.473102
20022,6209.000000,847.369753
20023,7835.000000,3909.378331
20024,8195.000000,6339.497541
20025,7229.000000,7744.697258
20026,5093.000000,7897.476502
20027,2133.000000,6772.738713
20028,-1172.000000,4552.212722
20029,-4287.000000,1595.143176
20030,-6709.000000,-1620.008137
20031,-8045.000000,-4573.072839
20032,-8079.000000,-6786.183978
20033,-6805.000000,-7901.062309
20034,-4430.000000,-7737.157651
20035,-1337.000000,-6320.898255
20036,1972.000000,-3881.390142
20037,4962.000000,-813.474044
20038,7149.000000,2386.229815
20039,8179.000000,5199.816069
20040,7882.000000,7171.565415
20041,6310.000000,7981.777542
20042,3714.000000,7499.004292
20043,518.000000,5801.365111
20044,-2764.000000,3163.806694
20045,-5596.000000,13.602027
20046,-7523.000000,-3138.795933
20047,-8230.000000,-5782.623532
20048,-7603.000000,-7489.419509
20049,-5744.000000,-7982.425960
20050,-2953.000000,-7181.609571
20051,317.000000,-5216.530733
20052,3536.000000,-2405.505468
20053,6181.000000,795.764933
20054,7824.000000,3868.093842
20055,8198.000000,6313.187097
20056,7242.000000,7734.434079
20057,5111.000000,7901.159093
20058,2150.000000,6786.075403
20059,-1158.000000,4570.002794
20060,-4280.000000,1612.547070
20061,-6707.000000,-1606.600680
20062,-8046.000000,-4565.257155
20063,-8078.000000,-6783.186802
20064,-6799.000000,-7900.158355
20065,-4416.000000,-7734.668415
20066,-1316.000000,-6313.482990
20067,1998.000000,-3867.222960
20068,4988.000000,-792.923375
20069,7168.000000,2410.352991
20070,8183.000000,5222.348308
20071,7869.000000,7186.134790
20072,6276.000000,7982.535594
20073,3664.000000,7482.072861
20074,456.000000,5766.013631
20075,-2825.000000,3113.177507
20076,-5648.000000,-45.388735
20077,-7554.000000,-3196.672251
20078,-8231.000000,-5828.753834
20079,-7569.000000,-7513.521838
20080,-5678.000000,-7976.788154
20081,-2863.000000,-7143.266532
20082,418.000000,-5148.381855
20083,3631.000000,-2316.251878
20084,6254.000000,892.735442
20085,7859.000000,3956.713495
20086,8186.000000,6377.204674
20087,7181.000000,7760.368992
20088,5008.000000,7881.133006
20089,2019.000000,6719.692490
20090,-1298.000000,4464.788054
20091,-4404.000000,1483.244675
20092,-6793.000000,-1739.713696
20093,-8078.000000,-4679.679503
20094,-8045.000000,-6858.117057
20095,-6704.000000,-7920.068085
20096,-4271.000000,-7692.534502
20097,-1142.000000,-6212.546409
20098,2173.000000,-3720.886120
20099,5134.000000,-623.188388
20100,7259.000000,2576.079864
20101,8201.000000,5355.799125
20102,7808.000000,7263.154786
20103,6142.000000,7987.430942
20104,3475.000000,7410.442012
20105,242.000000,5625.967477
20106,-3031.000000,2924.667303
20107,-5810.000000,-253.369094
20108,-7643.000000,-3390.354913
20109,-8228.000000,-5974.934485
20110,-7473.000000,-7585.512185
20111,-5498.000000,-7959.322768
20112,-2627.000000,-7035.242524
20113,673.000000,-4963.806256
20114,3862.000000,-2082.854778
20115,6423.000000,1137.760269
20116,7935.000000,4172.898125
20117,8153.000000,6527.468306
20118,7040.000000,7817.187688
20119,4779.000000,7831.503006
20120,1737.000000,6567.948336
20121,-1588.000000,4232.531175
20122,-4654.000000,1206.286421
20123,-6961.000000,-2016.944050
20124,-8130.000000,-4911.023994
20125,-7973.000000,-7003.346831
20126,-6514.000000,-7952.345237
20127,-3991.000000,-7603.089822
20128,-816.000000,-6012.407072
20129,2493.000000,-3439.773733
20130,5395.000000,-305.072873
20131,7415.000000,2879.733729
20132,8224.000000,5594.236349
20133,7689.000000,7394.840981
20134,5897.000000,7987.196509
20135,3141.000000,7274.259486
20136,-128.000000,5372.390838
20137,-3376.000000,2592.448638
20138,-6072.000000,-611.130587
20139,-7776.000000,-3714.742464
20140,-8209.000000,-6211.210386
20141,-7299.000000,-7692.433203
20142,-5195.000000,-7915.957418
20143,-2242.000000,-6844.976740
20144,1079.000000,-4654.480715
20145,4222.000000,-1702.630208
20146,6676.000000,1527.764167
20147,8037.000000,4508.362682
20148,8084.000000,6751.626880
20149,6807.000000,7890.442141
20150,4415.000000,7738.078107
20151,1302.000000,6319.155368
20152,-2026.000000,3865.869394
20153,-5021.000000,779.700428
20154,-7194.000000,-2434.084245
20155,-8190.000000,-5249.296759
20156,-7845.000000,-7205.193712
20157,-6214.000000,-7981.465701
20158,-3566.000000,-7450.693938
20159,-334.000000,-5699.686122
20160,2953.000000,-3015.216368
20161,5757.000000,163.184545
20162,7617.000000,3315.008602
20163,8229.000000,5923.805186
20164,7493.000000,7562.031933
20165,5528.000000,7961.160280
20166,2657.000000,7055.541115
20167,-649.000000,4993.461390
20168,-3850.000000,2112.834506
20169,-6419.000000,-1114.303339
20170,-7936.000000,-4158.920972
20171,-8152.000000,-6521.816603
20172,-7030.000000,-7815.444321
20173,-4755.000000,-7827.349846
20174,-1701.000000,-6555.436501
20175,1633.000000,-4208.353309
20176,4699.000000,-1170.967009
20177,6994.000000,2058.586243
20178,8141.000000,4950.422484
20179,7953.000000,7030.028440
20180,6459.000000,7956.167059
20181,3904.000000,7576.613258
20182,710.000000,5953.464377
20183,-2603.000000,3353.096441
20184,-5488.000000,202.092883
20185,-7472.000000,-2982.395532
20186,-8229.000000,-5677.397949
20187,-7633.000000,-7440.099830
20188,-5786.000000,-7980.862854
20189,-2986.000000,-7210.927521
20190,303.000000,-5256.603988
20191,3543.000000,-2438.786323
20192,6201.000000,779.697815
20193,7840.000000,3870.189994
20194,8190.000000,6324.814841
20195,7195.000000,7740.109444
20196,5017.000000,7883.498273
20197,2014.000000,6731.311706
20198,-1321.000000,4472.611188
20199,-4438.000000,1478.448683
20200,-6826.000000,-1758.949364
20201,-8091.000000,-4707.248713
20202,-8026.000000,-6881.602910
20203,-6640.000000,-7924.331858
20204,-4162.000000,-7663.732253
20205,-999.000000,-6142.476925
20206,2328.000000,-3610.727637
20207,5273.000000,-484.888873
20208,7349.000000,2720.811454
20209,8217.000000,5478.859947
20210,7732.000000,7335.424808
20211,5974.000000,7984.867652
20212,3233.000000,7320.084590
20213,-41.000000,5450.347059
20214,-3308.000000,2683.280212
20215,-6030.000000,-525.606930
20216,-7760.000000,-3647.985159
20217,-8212.000000,-6169.847074
20218,-7311.000000,-7675.883196
20219,-5205.000000,-7917.754042
20220,-2242.000000,-6855.311477
20221,1090.000000,-4663.527892
20222,4243.000000,-1703.516921
20223,6698.000000,1537.266223
20224,8048.000000,4525.036838
20225,8071.000000,6767.206637
20226,6765.000000,7894.007853
20227,4343.000000,7719.746989
20228,1205.000000,6273.054460
20229,-2132.000000,3792.196655
20230,-5118.000000,685.969857
20231,-7259.000000,-2533.532037
20232,-8204.000000,-5335.342601
