Amostra,Sinal_Original,Sinal_Filtrado
76571,-7452.000000,718.110829
76572,2990.000000,-1360.365500
76573,7851.000000,-899.146556
76574,-1945.000000,1240.759243
76575,-8110.000000,1064.443230
76576,865.000000,-1099.037275
76577,8225.000000,-1210.867360
76578,229.000000,937.568607
76579,-8194.000000,1335.312207
76580,-1318.000000,-759.876708
76581,8019.000000,-1435.963646
76582,2383.000000,569.236968
76583,-7703.000000,1511.497421
76584,-3406.000000,-368.673118
76585,7251.000000,-1560.612937
76586,4368.000000,161.297964
76587,-6672.000000,1581.710936
76588,-5252.000000,48.390477
76589,5975.000000,-1575.179647
76590,6044.000000,-257.208641
76591,-5174.000000,1540.928149
76592,-6730.000000,461.275946
76593,4283.000000,-1479.851111
76594,7297.000000,-657.311068
76595,-3317.000000,1392.704381
76596,-7736.000000,841.613393
76597,2294.000000,-1281.178625
76598,8039.000000,-1010.931012
76599,-1232.000000,1147.341234
76600,-8201.000000,1162.321495
76601,148.000000,-993.776804
76602,8222.000000,-1293.433205
76603,937.000000,823.173492
76604,-8098.000000,1402.306697
76605,-2005.000000,-637.786575
76606,7833.000000,-1486.119352
76607,3039.000000,441.907681
76608,-7432.000000,1544.559396
76609,-4018.000000,-237.847085
76610,6903.000000,-1575.307654
76611,4928.000000,30.806932
76612,-6254.000000,1579.762026
76613,-5751.000000,177.625111
76614,5497.000000,-1555.980104
76615,6474.000000,-382.257200
76616,-4646.000000,1505.475666
76617,-7085.000000,579.954621
76618,3715.000000,-1429.365594
76619,7573.000000,-767.894177
76620,-2720.000000,1328.340773
76621,-7930.000000,942.369087
76622,1679.000000,-1204.368926
76623,8151.000000,-1100.191331
76624,-610.000000,1060.135342
76625,-8230.000000,1239.412866
76626,-470.000000,-897.297811
76627,8169.000000,-1356.846815
76628,1541.000000,719.511174
76629,-7968.000000,1451.166724
76630,-2584.000000,-529.341937
76631,7629.000000,-1520.444924
76632,3583.000000,330.146443
76633,-7160.000000,1563.493268
76634,-4520.000000,-125.530504
76635,6569.000000,-1579.800581
76636,5378.000000,-81.162273
76637,-5866.000000,1568.834133
76638,-6145.000000,285.874316
76639,5063.000000,-1531.703459
76640,6806.000000,-486.248925
76641,-4175.000000,1467.778494
76642,-7351.000000,677.489417
76643,3215.000000,-1379.614215
76644,7771.000000,-857.769712
76645,-2202.000000,1267.440778
76646,-8057.000000,1022.988130
76647,1152.000000,-1133.737537
76648,8208.000000,-1170.209760
76649,-82.000000,981.805112
76650,-8218.000000,1298.736850
76651,-987.000000,-811.839458
76652,8090.000000,-1403.542380
76653,2039.000000,629.719356
76654,-7825.000000,1485.564312
76655,-3057.000000,-436.617711
76656,7427.000000,-1542.608776
76657,4022.000000,235.579678
76658,-6905.000000,1572.617346
76659,-4919.000000,-31.708896
76660,6267.000000,-1576.884336
76661,5732.000000,-173.049247
76662,-5523.000000,1554.355856
76663,-6448.000000,374.807157
76664,4687.000000,-1505.416936
76665,7056.000000,-569.703047
76666,-3773.000000,1431.688963
76667,-7545.000000,755.244644
76668,2795.000000,-1333.914255
76669,7907.000000,-928.274489
76670,-1772.000000,1213.266879
76671,-8135.000000,1085.039406
76672,720.000000,-1072.602776
76673,8229.000000,-1223.173331
76674,344.000000,915.007042
76675,-8185.000000,1341.867302
76676,-1401.000000,-741.294431
76677,8003.000000,-1437.519314
76678,2434.000000,555.327789
76679,-7689.000000,1508.665385
76680,-3426.000000,-360.946561
76681,7248.000000,-1555.215558
76682,4361.000000,160.589317
76683,-6685.000000,1576.314758
76684,-5223.000000,43.148604
76685,6012.000000,-1570.317259
76686,5997.000000,-245.409706
76687,-5240.000000,1538.422873
76688,-6672.000000,443.167612
76689,4381.000000,-1481.639322
76690,7236.000000,-634.118100
76691,-3451.000000,1399.741281
76692,-7679.000000,813.961205
76693,2463.000000,-1295.047962
76694,7996.000000,-980.423614
76695,-1436.000000,1168.913637
76696,-8180.000000,1130.509658
76697,387.000000,-1023.442501
76698,8229.000000,-1261.397023
76699,669.000000,861.801594
76700,-8144.000000,1371.909026
76701,-1714.000000,-686.058352
76702,7924.000000,-1460.283180
76703,2730.000000,498.368346
76704,-7575.000000,1523.766145
76705,-3700.000000,-303.315179
76706,7101.000000,-1562.637410
76707,4609.000000,103.139524
76708,-6511.000000,1575.685576
76709,-5441.000000,98.609882
76710,5816.000000,-1562.533169
76711,6185.000000,-297.758201
76712,-5025.000000,1525.037816
76713,-6826.000000,493.298375
76714,4153.000000,-1461.253474
76715,7357.000000,-679.349987
76716,-3214.000000,1374.806365
76717,-7767.000000,855.028591
76718,2223.000000,-1265.493583
76719,8050.000000,-1016.430978
76720,-1197.000000,1135.560633
76721,-8203.000000,1160.760815
76722,152.000000,-987.904273
76723,8222.000000,-1286.790516
76724,896.000000,823.866419
76725,-8109.000000,1391.666075
76726,-1927.000000,-646.585159
76727,7863.000000,-1473.782424
76728,2927.000000,459.010317
76729,-7491.000000,1531.870945
76730,-3880.000000,-264.492808
76731,6998.000000,-1565.739105
76732,4769.000000,65.209806
76733,-6393.000000,1573.665402
76734,-5580.000000,134.439669
76735,5685.000000,-1556.489772
76736,6301.000000,-331.828551
76737,-4885.000000,1514.430606
76738,-6921.000000,524.041537
76739,4008.000000,-1447.770865
76740,7428.000000,-707.542340
76741,-3067.000000,1357.791033
76742,-7817.000000,879.137620
76743,2078.000000,-1246.659440
76744,8080.000000,-1036.975953
76745,-1056.000000,1115.379937
76746,-8214.000000,1177.969551
76747,17.000000,-966.514920
76748,8215.000000,-1300.478435
76749,1021.000000,801.488395
76750,-8087.000000,1401.002746
76751,-2043.000000,-625.148673
76752,7829.000000,-1480.506117
76753,3030.000000,437.617547
76754,-7447.000000,1535.031191
76755,-3970.000000,-244.521639
76756,6946.000000,-1566.318162
76757,4845.000000,46.486342
76758,-6335.000000,1571.631480
76759,-5643.000000,151.357632
76760,5624.000000,-1552.455798
76761,6352.000000,-346.747168
76762,-4825.000000,1508.881279
76763,-6958.000000,536.865018
76764,3950.000000,-1440.860433
76765,7456.000000,-717.505500
76766,-3012.000000,1351.268645
76767,-7834.000000,888.122667
76768,2028.000000,-1238.845428
76769,8088.000000,-1043.245635
76770,-1013.000000,1107.742833
76771,-8216.000000,1181.841173
76772,-18.000000,-959.928494
76773,8213.000000,-1302.783933
76774,1048.000000,795.947703
76775,-8082.000000,1402.112401
76776,-2061.000000,-620.400592
76777,7824.000000,-1479.914187
76778,3040.000000,434.835571
76779,-7444.000000,1533.968368
76780,-3972.000000,-243.229517
76781,6947.000000,-1564.745664
76782,4841.000000,47.147676
76783,-6341.000000,1570.461621
76784,-5634.000000,149.350816
76785,5637.000000,-1551.517112
76786,6338.000000,-343.142975
76787,-4846.000000,1508.451730
76788,-6943.000000,531.255764
76789,3979.000000,-1442.295725
76790,7439.000000,-711.521614
76791,-3051.000000,1353.092969
76792,-7819.000000,880.037542
76793,2076.000000,-1243.268653
76794,8079.000000,-1034.762481
76795,-1070.000000,1114.579198
76796,-8212.000000,1173.840743
76797,47.000000,-968.188063
76798,8217.000000,-1294.431231
76799,975.000000,806.575895
76800,-8096.000000,1394.118076
76801,-1982.000000,-633.628328
76802,7850.000000,-1473.123359
76803,2957.000000,450.333562
76804,-7483.000000,1528.840442
76805,-3887.000000,-260.650130
76806,7001.000000,-1561.398919
76807,4755.000000,66.556413
76808,-6410.000000,1569.387762
76809,-5550.000000,128.200443
76810,5722.000000,-1553.135805
76811,6259.000000,-320.533532
76812,-4946.000000,1513.417507
76813,-6872.000000,508.093799
76814,4095.000000,-1450.362585
76815,7380.000000,-687.584485
76816,-3182.000000,1365.365131
76817,-7773.000000,856.780259
76818,2220.000000,-1259.035287
76819,8048.000000,-1012.292763
76820,-1226.000000,1133.794696
76821,-8199.000000,1152.249129
76822,213.000000,-991.435280
76823,8225.000000,-1274.687944
76824,803.000000,833.915428
76825,-8126.000000,1377.579966
76826,-1806.000000,-663.801125
76827,7904.000000,-1459.348559
76828,2780.000000,483.824692
76829,-7562.000000,1518.822406
76830,-3712.000000,-296.879907
76831,7104.000000,-1555.703313
76832,4587.000000,104.798293
76833,-6539.000000,1568.201568
76834,-5392.000000,88.169668
76835,5876.000000,-1557.189588
76836,6114.000000,-279.672308
76837,-5125.000000,1522.539311
76838,-6743.000000,466.559488
76839,4296.000000,-1465.225408
76840,7272.000000,-646.454576
76841,-3403.000000,1386.056123
76842,-7689.000000,817.081864
76843,2459.000000,-1285.200911
76844,7991.000000,-974.425460
76845,-1480.000000,1165.623798
76846,-8172.000000,1117.109942
76847,478.000000,-1028.828503
76848,8231.000000,-1243.263257
76849,530.000000,876.397839
76850,-8166.000000,1350.531849
76851,-1529.000000,-710.883100
76852,7979.000000,-1437.217129
76853,2506.000000,535.321950
76854,-7673.000000,1502.980797
76855,-3444.000000,-351.241157
76856,7251.000000,-1545.830081
76857,4330.000000,162.004759
76858,-6723.000000,1565.050543
76859,-5150.000000,28.737330
76860,6094.000000,-1561.599696
76861,5894.000000,-219.304388
76862,-5375.000000,1534.842902
76863,-6550.000000,406.585210
76864,4576.000000,-1485.256371
76865,7108.000000,-587.843821
76866,-3711.000000,1413.235199
76867,-7559.000000,759.709426
76868,2790.000000,-1320.722262
76869,7899.000000,-920.449414
76870,-1830.000000,1208.534245
76871,-8121.000000,1067.229659
76872,842.000000,-1078.834363
76873,8224.000000,-1198.411284
76874,158.000000,933.205421
76875,-8204.000000,1312.108977
76876,-1154.000000,-773.171460
76877,8064.000000,-1405.323569
76878,2132.000000,602.849187
76879,-7805.000000,1478.398196
76880,-3079.000000,-423.580217
76881,7433.000000,-1529.685563
76882,3980.000000,238.341153
76883,-6951.000000,1558.806899
76884,-4822.000000,-49.262352
76885,6366.000000,-1564.715535
76886,5592.000000,-140.592424
76887,-5689.000000,1547.022193
76888,-6281.000000,327.296495
76889,4930.000000,-1507.639492
76890,6877.000000,-509.684478
76891,-4099.000000,1445.960562
76892,-7372.000000,684.452601
76893,3209.000000,-1363.042948
76894,7760.000000,-848.763000
76895,-2272.000000,1260.840786
76896,-8034.000000,1001.266584
76897,1303.000000,-1139.617663
76898,8191.000000,-1138.442710
76899,-316.000000,1002.292580
76900,-8229.000000,1259.038591
76901,-676.000000,-850.726782
76902,8147.000000,-1361.755391
76903,1656.000000,686.179453
76904,-7948.000000,1443.637353
76905,-2613.000000,-513.028607
76906,7634.000000,-1505.776605
76907,3530.000000,331.508654
76908,-7210.000000,1545.145841
76909,-4397.000000,-146.211627
76910,6682.000000,-1563.015120
76911,5200.000000,-41.748168
76912,-6058.000000,1557.929438
76913,-5926.000000,228.967778
76914,5347.000000,-1529.976091
76915,6567.000000,-412.149673
76916,-4559.000000,1480.633390
76917,-7114.000000,589.733451
76918,3707.000000,-1409.815013
76919,7558.000000,-758.579187
76920,-2802.000000,1318.890441
76921,-7894.000000,916.392988
76922,1858.000000,-1209.209664
76923,8115.000000,-1061.144600
76924,-888.000000,1081.867619
76925,-8222.000000,1189.870130
76926,-95.000000,-940.218931
76927,8210.000000,-1302.791763
76928,1076.000000,784.000757
76929,-8082.000000,1396.025770
76930,-2040.000000,-617.372885
76931,7838.000000,-1469.563421
76932,2975.000000,442.023034
76933,-7484.000000,1522.064070
76934,-3867.000000,-260.754061
76935,7023.000000,-1553.282619
76936,4703.000000,75.414750
76937,-6463.000000,1561.853854
76938,-5472.000000,110.334142
76939,5812.000000,-1548.626216
76940,6164.000000,-294.412551
76941,-5079.000000,1513.793367
76942,-6767.000000,474.747615
76943,4274.000000,-1456.933400
76944,7275.000000,-647.712191
76945,-3410.000000,1379.860915
76946,-7680.000000,811.464908
76947,2499.000000,-1283.452373
76948,7977.000000,-963.582274
76949,-1553.000000,1169.308510
76950,-8161.000000,1102.422497
76951,586.000000,-1038.339225
76952,8230.000000,-1225.269614
76953,389.000000,893.115561
76954,-8184.000000,1330.908635
76955,-1358.000000,-735.542404
76956,8023.000000,-1417.996837
76957,2307.000000,567.520647
76958,-7751.000000,1484.754632
76959,-3223.000000,-392.240413
76960,7370.000000,-1531.253353
76961,4094.000000,211.185977
76962,-6886.000000,1556.182498
76963,-4907.000000,-27.161595
76964,6307.000000,-1559.015438
76965,5651.000000,-156.644113
76966,-5640.000000,1540.532638
76967,-6316.000000,338.439638
76968,4897.000000,-1500.242529
76969,6893.000000,-514.723576
76970,-4085.000000,1440.013204
76971,-7375.000000,684.527951
76972,3216.000000,-1359.524988
76973,7752.000000,-845.178459
76974,-2304.000000,1259.044796
76975,-8024.000000,992.325335
76976,1361.000000,-1142.957861
76977,8184.000000,-1126.993365
76978,-400.000000,1010.295282
76979,-8231.000000,1245.486463
76980,-566.000000,-864.023535
76981,8164.000000,-1346.831011
76982,1524.000000,705.854117
76983,-7985.000000,1429.484786
76984,-2460.000000,-538.104444
76985,7697.000000,-1492.287291
76986,3362.000000,363.422162
76987,-7303.000000,1535.004774
76988,-4218.000000,-183.495990
76989,6809.000000,-1556.515418
76990,5014.000000,0.922806
76991,-6223.000000,1555.964711
76992,-5742.000000,180.478241
76993,5552.000000,-1535.204078
76994,6391.000000,-360.105699
76995,-4805.000000,1493.074570
76996,-6952.000000,534.713794
76997,3994.000000,-1430.199762
76998,7418.000000,-701.270107
76999,-3128.000000,1348.572563
77000,-7783.000000,858.787774
77001,2221.000000,-1248.127974
77002,8042.000000,-1004.045256
77003,-1284.000000,1131.198205
77004,-8192.000000,1135.824391
77005,330.000000,-998.928105
77006,8230.000000,-1252.260091
77007,627.000000,852.774296
77008,-8157.000000,1350.979781
77009,-1576.000000,-695.947358
77010,7973.000000,-1432.169315
77011,2502.000000,528.951736
77012,-7683.000000,1492.949151
77013,-3395.000000,-356.134902
77014,7289.000000,-1534.798551
77015,4240.000000,177.453721
77016,-6798.000000,1554.752845
77017,-5028.000000,2.358446
77018,6214.000000,-1554.822000
77019,5748.000000,-183.033041
77020,-5548.000000,1533.097903
77021,-6391.000000,360.338413
77022,4808.000000,-1491.469689
77023,6948.000000,-533.083007
77024,-4005.000000,1429.640225
77025,-7411.000000,698.343985
77026,3148.000000,-1348.899311
77027,7774.000000,-854.410480
77028,-2250.000000,1249.727803
77029,-8034.000000,998.334259
77030,1322.000000,-1134.675085
77031,8187.000000,-1129.485904
77032,-378.000000,1004.110427
77033,-8230.000000,1245.172463
77034,-571.000000,-860.402968
77035,8164.000000,-1344.191521
77036,1513.000000,705.573699
77037,-7991.000000,1425.606906
77038,-2433.000000,-541.276547
77039,7711.000000,-1487.932226
77040,3319.000000,369.757097
77041,-7328.000000,1530.055506
77042,-4163.000000,-193.983831
77043,6850.000000,-1552.452178
77044,4950.000000,15.376681
77045,-6281.000000,1554.081035
77046,-5671.000000,163.242550
77047,5630.000000,-1535.009918
77048,6317.000000,-339.239858
77049,-4906.000000,1495.987439
77050,-6879.000000,510.685686
77051,4117.000000,-1437.422616
77052,7352.000000,-675.369849
77053,-3274.000000,1360.266363
77054,-7727.000000,831.694791
77055,2390.000000,-1264.389222
77056,8000.000000,-975.979376
77057,-1474.000000,1152.828124
77058,-8169.000000,1107.907183
77059,540.000000,-1026.015024
77060,8231.000000,-1225.143950
77061,400.000000,885.904146
77062,-8185.000000,1326.215643
77063,-1334.000000,-734.341369
77064,8033.000000,-1409.735189
77065,2251.000000,573.737886
77066,-7776.000000,1475.463272
77067,-3138.000000,-405.123057
77068,7418.000000,-1521.459309
77069,3983.000000,231.548280
77070,-6964.000000,1547.512550
77071,-4775.000000,-55.303330
77072,6421.000000,-1553.368415
77073,5507.000000,-120.851159
77074,-5795.000000,1540.275595
77075,-6165.000000,296.684096
77076,5094.000000,-1505.939262
77077,6744.000000,-467.514088
77078,-4328.000000,1452.836558
77079,-7236.000000,632.456417
77080,3507.000000,-1381.065223
77081,7634.000000,-789.258072
77082,-2640.000000,1291.512790
77083,-7933.000000,936.052203
77084,1741.000000,-1184.770720
77085,8130.000000,-1069.845231
77086,-820.000000,1063.663281
77087,-8223.000000,1190.251786
77088,-111.000000,-928.909436
77089,8211.000000,-1295.380481
77090,1039.000000,782.239164
77091,-8093.000000,1383.693486
77092,-1955.000000,-625.874268
77093,7872.000000,-1454.625043
77094,2844.000000,461.088750
77095,-7551.000000,1506.258774
77096,-3697.000000,-291.285628
77097,7134.000000,-1539.309292
77098,4501.000000,117.316022
77099,-6626.000000,1552.181207
77100,-5248.000000,57.567746
77101,6035.000000,-1545.554050
77102,5929.000000,-231.457770
77103,-5368.000000,1519.793393
77104,-6532.000000,402.988807
77105,4632.000000,-1473.965114
77106,7054.000000,-568.579559
77107,-3838.000000,1410.158005
77108,-7485.000000,727.541128
77109,2997.000000,-1327.765209
77110,7822.000000,-876.240430
77111,-2119.000000,1229.521590
77112,-8060.000000,1014.287532
77113,1214.000000,-1115.730090
77114,8196.000000,-1139.690190
77115,-295.000000,987.491318
77116,-8230.000000,1249.990683
77117,-628.000000,-847.782195
77118,8159.000000,-1345.516714
77119,1542.000000,696.407390
77120,-7987.000000,1422.971529
77121,-2435.000000,-537.288680
77122,7714.000000,-1483.001077
77123,3298.000000,371.417212
77124,-7345.000000,1524.509621
77125,-4119.000000,-200.839855
77126,6885.000000,-1546.718577
77127,4888.000000,28.144528
77128,-6339.000000,1549.855710
77129,-5596.000000,144.946925
77130,5714.000000,-1533.667688
77131,6233.000000,-316.352509
77132,-5020.000000,1497.787476
77133,-6792.000000,482.786669
77134,4263.000000,-1444.214072
77135,7267.000000,-643.769687
77136,-3454.000000,1372.406361
77137,-7652.000000,796.483607
77138,2603.000000,-1283.766825
77139,7941.000000,-939.358759
77140,-1719.000000,1179.168912
77141,-8132.000000,1070.547535
77142,816.000000,-1059.767038
77143,8223.000000,-1187.788785
77144,98.000000,928.273100
77145,-8212.000000,1291.323498
77146,-1009.000000,-784.387546
77147,8100.000000,-1377.923022
77148,1907.000000,631.640317
77149,-7889.000000,1447.788944
77150,-2781.000000,-471.310892
77151,7581.000000,-1500.046883
77152,3620.000000,305.040664
77153,-7181.000000,1533.512121
77154,-4415.000000,-135.665301
77155,6692.000000,-1548.901148
77156,5154.000000,-36.252597
77157,-6123.000000,1544.054287
77158,-5831.000000,206.146186
77159,5478.000000,-1521.873889
77160,6436.000000,-374.839024
77161,-4768.000000,1479.914908
77162,-6962.000000,537.859642
77163,4001.000000,-1420.504129
77164,7403.000000,-694.251535
77165,-3184.000000,1344.245005
77166,-7754.000000,842.800344
77167,2330.000000,-1250.921499
77168,8010.000000,-980.359193
77169,-1448.000000,1142.842717
77170,-8170.000000,1105.908285
77171,550.000000,-1021.251677
77172,8230.000000,-1218.229365
77173,355.000000,887.223147
77174,-8191.000000,1315.684134
77175,-1255.000000,-742.562355
77176,8054.000000,-1397.085330
77177,2138.000000,589.185664
77178,-7819.000000,1461.598452
77179,-2996.000000,-428.909165
77180,7490.000000,-1508.704935
77181,3817.000000,263.217651
77182,-7072.000000,1537.191026
77183,-4591.000000,-94.921965
77184,6570.000000,-1547.349606
77185,5310.000000,-74.145504
77186,-5989.000000,1539.443798
77187,-5965.000000,242.743356
77188,5337.000000,-1512.681462
77189,6549.000000,-407.953592
77190,-4621.000000,1468.280460
77191,-7053.000000,568.780187
77192,3851.000000,-1405.535558
77193,7474.000000,-721.687822
77194,-3036.000000,1327.056651
77195,-7804.000000,866.689488
77196,2185.000000,-1232.139361
77197,8043.000000,-1000.587011
77198,-1309.000000,1123.368899
77199,-8186.000000,1123.091966
77200,418.000000,-1001.000252
77201,8231.000000,-1232.103101
77202,478.000000,866.708971
77203,-8179.000000,1326.254209
77204,-1366.000000,-722.244014
77205,8030.000000,-1404.298044
77206,2239.000000,569.950069
77207,-7788.000000,1466.272091
77208,-3084.000000,-410.768620
77209,7452.000000,-1511.026231
77210,3893.000000,246.390730
77211,-7031.000000,1537.233034
77212,-4655.000000,-80.096065
77213,6526.000000,-1546.175287
77214,5362.000000,-87.743419
77215,-5946.000000,1536.288122
77216,-6006.000000,253.771008
77217,5296.000000,-1509.043086
77218,6578.000000,-417.376503
77219,-4585.000000,1463.358110
77220,-7073.000000,575.188438
77221,3820.000000,-1401.270105
77222,7486.000000,-726.636574
77223,-3012.000000,1322.628834
77224,-7812.000000,869.241302
77225,2170.000000,-1228.940966
77226,8045.000000,-1001.936859
77227,-1302.000000,1120.639594
77228,-8186.000000,1122.530799
77229,420.000000,-999.740877
77230,8231.000000,-1230.338171
77231,466.000000,866.976860
77232,-8181.000000,1323.380060
77233,-1346.000000,-724.652560
77234,8036.000000,-1401.315026
77235,2210.000000,573.858228
77236,-7799.000000,1462.811641
77237,-3047.000000,-416.700718
77238,7471.000000,-1507.459836
77239,3850.000000,254.854720
77240,-7058.000000,1534.846841
77241,-4607.000000,-89.951042
77242,6564.000000,-1544.224725
77243,5311.000000,-75.492352
77244,-5995.000000,1536.156041
77245,-5953.000000,240.190208
77246,5358.000000,-1510.185061
77247,6526.000000,-401.722351
77248,-4659.000000,1467.172440
77249,-7025.000000,558.726649
77250,3908.000000,-1407.322454
77251,7443.000000,-709.184296
77252,-3113.000000,1331.434973
77253,-7774.000000,851.516751
77254,2283.000000,-1239.995678
77255,8019.000000,-983.214962
77256,-1428.000000,1135.629652
77257,-8170.000000,1104.843588
77258,557.000000,-1017.215089
77259,8230.000000,-1212.701900
77260,321.000000,888.452923
77261,-8196.000000,1307.874021
77262,-1192.000000,-748.480734
77263,8069.000000,-1386.784035
77264,2051.000000,601.456398
77265,-7851.000000,1451.086110
77266,-2885.000000,-446.815783
77267,7544.000000,-1498.261361
77268,3687.000000,287.721986
77269,-7153.000000,1528.792625
77270,-4446.000000,-125.359933
77271,6681.000000,-1542.005387
77272,5155.000000,-38.263149
77273,-6134.000000,1537.907511
77274,-5805.000000,201.509290
77275,5520.000000,-1516.093292
77276,6390.000000,-361.595004
77277,-4843.000000,1478.270740
77278,-6903.000000,518.519375
77279,4113.000000,-1423.057435
77280,7337.000000,-669.026116
77281,-3337.000000,1351.988684
77282,-7690.000000,811.622311
77283,2525.000000,-1266.300374
77284,7957.000000,-945.315798
77285,-1685.000000,1166.558839
77286,-8135.000000,1068.552441
77287,827.000000,-1053.637061
77288,8222.000000,-1179.586997
77289,39.000000,929.080940
77290,-8217.000000,1277.244956
77291,-905.000000,-794.513116
77292,8122.000000,-1360.809662
77293,1760.000000,651.247768
77294,-7937.000000,1429.328630
77295,-2595.000000,-500.816231
77296,7664.000000,-1481.975499
77297,3400.000000,344.800943
77298,-7307.000000,1517.818869
77299,-4168.000000,-185.681458
77300,6870.000000,-1537.519184
77301,4889.000000,24.149777
77302,-6356.000000,1540.094026
77303,-5555.000000,137.856153
77304,5775.000000,-1524.797522
77305,6160.000000,-296.839249
77306,-5129.000000,1494.287604
77307,-6697.000000,453.846848
77308,4428.000000,-1446.314929
77309,7161.000000,-604.959475
77310,-3680.000000,1383.043983
77311,-7545.000000,749.544501
77312,2891.000000,-1304.621135
77313,7847.000000,-885.869321
77314,-2071.000000,1211.947644
77315,-8063.000000,1012.448755
77316,1230.000000,-1105.943122
77317,8192.000000,-1127.409246
77318,-375.000000,988.778143
77319,-8230.000000,1231.098770
77320,-482.000000,-859.578953
77321,8180.000000,-1319.782973
77322,1334.000000,722.649025
77323,-8041.000000,1395.298114
77324,-2171.000000,-577.203454
77325,7816.000000,-1455.173116
77326,2984.000000,425.993774
77327,-7506.000000,1499.616364
77328,-3763.000000,-269.838331
77329,7115.000000,-1527.223344
77330,4501.000000,111.408033
77331,-6648.000000,1538.579578
77332,-5191.000000,47.982541
77333,6110.000000,-1533.752803
77334,5825.000000,-207.080379
77335,-5506.000000,1512.384849
77336,-6395.000000,364.153816
77337,4844.000000,-1474.133966
77338,6896.000000,-516.448435
77339,-4131.000000,1420.604448
77340,-7323.000000,663.191803
77341,3374.000000,-1352.083004
77342,7673.000000,-802.834660
77343,-2580.000000,1269.540076
77344,-7939.000000,934.799214
77345,1761.000000,-1171.988900
77346,8121.000000,-1054.935975
77347,-924.000000,1063.500886
77348,-8216.000000,1164.626401
77349,77.000000,-943.447304
77350,8224.000000,-1261.883215
77351,770.000000,813.296937
77352,-8145.000000,1345.476151
77353,-1608.000000,-674.796916
77354,7979.000000,-1414.884973
77355,2430.000000,529.215364
77356,-7729.000000,1469.472137
77357,-3223.000000,-377.576070
77358,7398.000000,-1507.451960
77359,3984.000000,223.465954
77360,-6989.000000,1531.025207
77361,-4701.000000,-65.712860
77362,6507.000000,-1537.281939
77363,5368.000000,-91.768316
77364,-5957.000000,1527.771604
77365,-5978.000000,248.254763
77366,5345.000000,-1502.227691
77367,6525.000000,-401.985071
77368,-4676.000000,1461.148094
77369,-7004.000000,551.767580
77370,3960.000000,-1404.357820
77371,7408.000000,-695.282725
77372,-3204.000000,1332.911501
77373,-7736.000000,830.799016
77374,2414.000000,-1248.695518
77375,7982.000000,-958.834366
77376,-1600.000000,1150.288272
77377,-8145.000000,1075.780340
77378,769.000000,-1040.715592
77379,8224.000000,-1181.920072
77380,69.000000,920.230994
77381,-8217.000000,1275.731964
77382,-905.000000,-790.060664
77383,8125.000000,-1355.814626
77384,1732.000000,652.325099
77385,-7949.000000,1422.333316
77386,-2539.000000,-507.380063
77387,7691.000000,-1473.433021
77388,3320.000000,357.971745
77389,-7353.000000,1509.912965
77390,-4067.000000,-204.457290
77391,6941.000000,-1530.423652
77392,4771.000000,49.302003
77393,-6457.000000,1535.472729
77394,-5425.000000,106.565173
77395,5907.000000,-1524.347866
77396,6023.000000,-260.893797
77397,-5298.000000,1497.664152
77398,-6559.000000,412.146799
77399,4635.000000,-1456.099472
77400,7028.000000,-559.376994
77401,-3925.000000,1399.601226
77402,-7424.000000,700.949861
77403,3175.000000,-1328.521351
77404,7744.000000,-834.992639
77405,-2393.000000,1244.059397
77406,-7985.000000,960.449924
77407,1589.000000,-1146.829211
77408,8146.000000,-1075.400771
77409,-768.000000,1039.139384
77410,-8223.000000,1180.698010
77411,-60.000000,-919.686189
77412,8218.000000,-1272.858342
77413,887.000000,791.904922
77414,-8128.000000,1352.885554
77415,-1704.000000,-655.310883
77416,7957.000000,-1418.216487
77417,2503.000000,513.037756
77418,-7706.000000,1469.682015
77419,-3276.000000,-365.542009
77420,7377.000000,-1506.329729
77421,4016.000000,214.361892
77422,-6974.000000,1527.730340
77423,-4715.000000,-61.098312
77424,6502.000000,-1533.590372
77425,5366.000000,-92.364464
77426,-5965.000000,1524.319300
77427,-5962.000000,245.003353
77428,5369.000000,-1499.456090
77429,6500.000000,-394.480565
77430,-4719.000000,1460.562999
77431,-6971.000000,541.099221
77432,4023.000000,-1405.824741
77433,7373.000000,-681.003379
77434,-3287.000000,1338.076375
77435,-7700.000000,814.799597
77436,2520.000000,-1256.226588
77437,7951.000000,-939.415644
77438,-1728.000000,1162.905765
77439,-8123.000000,1055.331085
77440,919.000000,-1057.757515
77441,8215.000000,-1160.612407
77442,-102.000000,942.193083
77443,-8225.000000,1254.285910
77444,-716.000000,-817.405632
77445,8154.000000,-1335.492226
77446,1525.000000,684.505474
77447,-8002.000000,1403.136720
77448,-2319.000000,-545.285268
77449,7773.000000,-1456.982553
77450,3090.000000,401.151649
77451,-7466.000000,1497.203023
77452,-3830.000000,-252.214845
77453,7087.000000,-1521.714305
77454,4531.000000,101.647819
77455,-6639.000000,1531.544088
77456,-5188.000000,49.582006
77457,6125.000000,-1526.970717
77458,5793.000000,-201.121691
77459,-5553.000000,1506.369475
77460,-6342.000000,349.369170
77461,4927.000000,-1472.204327
77462,6828.000000,-494.958646
77463,-4254.000000,1423.038933
77464,-7248.000000,634.989969
77465,3539.000000,-1360.738278
77466,7596.000000,-769.571327
77467,-2791.000000,1284.259924
77468,-7871.000000,895.510449
77469,2017.000000,-1196.266094
77470,8070.000000,-1013.081640
77471,-1222.000000,1096.995054
77472,-8190.000000,1121.624665
77473,418.000000,-985.879500
