Frequencia(Hz),Original_Magnitude,Filtrado_Magnitude
61.10,2316062.555243,2316088.147687
61.20,2327985.873493,2328013.787089
61.30,2340107.842862,2340137.360762
61.40,2352043.425434,2352073.808592
61.50,2363643.598928,2363674.098193
61.60,2374807.306016,2374837.172477
61.70,2385275.215014,2385303.714539
61.80,2394956.636477,2394983.058409
61.90,2403603.508909,2403627.178895
62.00,2411264.282478,2411284.572012
62.10,2417880.903627,2417897.235447
62.20,2422747.681125,2422759.547633
62.30,2426447.439924,2426454.399407
62.40,2428902.602412,2428904.286418
62.50,2429582.772811,2429578.904288
62.60,2428766.127914,2428756.511685
62.70,2426737.378246,2426721.910780
62.80,2423160.244033,2423138.922188
62.90,2418198.635604,2418171.550075
63.00,2411808.873181,2411776.205494
63.10,2404250.453478,2404212.495514
63.20,2395734.802635,2395691.929095
63.30,2386035.376975,2385988.062464
63.40,2375995.295630,2375944.098541
63.50,2364911.802973,2364857.362263
63.60,2353376.654062,2353319.686259
63.70,2342012.103033,2341953.375866
63.80,2330255.599076,2330195.936795
63.90,2318888.632826,2318828.889684
64.00,2308171.131948,2308112.180607
64.10,2297907.951982,2297850.665562
64.20,2288230.044504,2288175.280445
64.30,2279838.596163,2279787.167776
64.40,2272559.867054,2272512.532349
64.50,2266425.890830,2266383.328110
64.60,2262106.006075,2262068.794166
64.70,2259152.708996,2259121.311076
64.80,2257784.813953,2257759.574233
64.90,2258019.357812,2258000.475212
65.00,2260120.277809,2260107.808000
65.10,2263523.085588,2263516.940742
65.20,2268374.892915,2268374.841613
65.30,2274818.578957,2274824.240792
65.40,2282443.450669,2282454.323458
65.50,2291073.359916,2291088.822643
65.60,2300889.654292,2300908.984814
65.70,2311265.354614,2311287.749863
65.80,2321912.217040,2321936.809937
65.90,2333112.665675,2333138.541672
66.00,2344200.460579,2344226.686666
66.10,2355556.243671,2355581.879004
66.20,2365812.830377,2365836.958892
66.30,2375953.608439,2375975.340508
66.40,2385129.609380,2385148.110998
66.50,2393510.998699,2393525.502410
66.60,2400507.936147,2400517.754708
66.70,2406243.244512,2406247.789460
66.80,2410587.018749,2410585.804082
66.90,2413786.256961,2413778.904618
67.00,2415098.736895,2415085.003591
67.10,2415085.008093,2415064.762105
67.20,2413465.721234,2413438.970086
67.30,2410264.480161,2410231.358341
67.40,2405816.391752,2405777.168665
67.50,2399734.188415,2399689.263998
67.60,2392592.772587,2392542.666473
67.70,2384279.677608,2384225.032369
67.80,2375007.125830,2374948.685049
67.90,2365042.161967,2364980.765141
68.00,2354643.423079,2354579.993315
68.10,2343972.310595,2343907.828163
68.20,2333196.263772,2333131.753093
68.30,2322725.433435,2322661.935456
68.40,2312461.289596,2312399.841398
68.50,2303067.435271,2303009.035180
68.60,2294335.648078,2294281.239352
68.70,2286767.573127,2286718.010331
68.80,2280379.355169,2280335.374163
68.90,2275601.451487,2275563.654745
69.00,2272172.244789,2272141.082019
69.10,2270375.984126,2270351.721316
69.20,2270373.821388,2270356.550641
69.30,2271958.038262,2271947.651526
69.40,2275118.520847,2275114.733475
69.50,2279888.795411,2279891.130680
69.60,2285866.515754,2285874.346031
69.70,2293362.395601,2293374.932856
69.80,2301643.492258,2301659.833877
69.90,2310889.974652,2310909.111153
70.00,2320903.491090,2320924.344332
70.10,2331108.814035,2331130.269643
70.20,2341477.998198,2341498.928089
70.30,2351725.777050,2351745.071280
70.40,2361668.538017,2361685.129958
70.50,2371005.989267,2371018.885325
70.60,2379436.047378,2379444.343542
70.70,2387007.379018,2387010.284228
70.80,2393138.835688,2393135.696856
70.90,2398320.624419,2398310.924166
71.00,2401673.664885,2401657.049526
71.10,2403866.652746,2403842.926153
71.20,2404105.202659,2404074.346019
71.30,2403159.775158,2403121.931283
71.40,2400411.021730,2400366.508798
71.50,2396251.072924,2396200.375428
71.60,2390669.502784,2390613.259692
71.70,2383895.124469,2383834.119479
71.80,2376004.855751,2375940.003746
71.90,2367231.265359,2367163.591059
72.00,2357769.657647,2357700.274417
72.10,2347896.567611,2347826.649789
72.20,2337966.028759,2337896.781129
72.30,2328068.034117,2328000.663741
72.40,2318462.119324,2318397.797346
72.50,2309469.977737,2309409.806220
72.60,2301273.547283,2301218.523786
72.70,2294236.121078,2294187.101514
72.80,2288438.183120,2288395.853979
72.90,2284108.943856,2284073.796238
73.00,2281296.665693,2281268.977595
73.10,2279952.984083,2279932.800540
73.20,2280305.951865,2280293.087101
73.30,2282560.473852,2282554.501668
73.40,2286391.563284,2286391.849861
73.50,2291567.913833,2291573.630726
73.60,2297753.116773,2297763.259014
73.70,2305531.189856,2305544.615940
73.80,2313909.339633,2313924.811033
73.90,2323050.358656,2323066.576996
74.00,2332587.727630,2332603.374064
74.10,2342231.994280,2342245.771712
74.20,2351737.556729,2351748.227701
74.30,2360912.460891,2360918.876880
74.40,2369317.664495,2369318.805923
74.50,2376896.268088,2376891.267171
74.60,2383388.933906,2383377.088812
74.70,2388567.217686,2388548.031326
74.80,2392304.789666,2392277.963007
74.90,2394656.005231,2394621.442888
75.00,2395452.670805,2395410.501019
75.10,2394640.471628,2394591.042279
75.20,2392207.466197,2392151.318862
75.30,2388386.718680,2388324.593648
75.40,2383231.246319,2383164.061390
75.50,2376675.268503,2376604.100758
75.60,2369103.561055,2369029.609660
75.70,2360805.209568,2360729.771516
75.80,2351749.431361,2351673.867672
75.90,2342642.671495,2342568.358391
76.00,2333471.553471,2333399.851766
76.10,2324268.991043,2324201.197073
76.20,2315755.177274,2315692.470799
76.30,2307946.810075,2307890.226322
76.40,2301153.817226,2301104.189130
76.50,2295711.583691,2295669.518252
76.60,2291572.490173,2291538.341286
76.70,2288766.188459,2288740.041605
76.80,2287944.259833,2287925.902418
76.90,2288692.765125,2288681.723113
77.00,2290793.311452,2290788.845798
77.10,2294594.360195,2294595.492152
77.20,2299923.570054,2299929.116843
77.30,2306309.463836,2306318.093366
77.40,2313859.435449,2313869.702354
77.50,2322031.883833,2322042.289626
77.60,2330909.861325,2330918.900591
77.70,2339810.974977,2339817.195873
77.80,2348665.070881,2348667.114048
77.90,2357050.962574,2357047.615671
78.00,2364932.236914,2364922.457548
78.10,2372091.667038,2372074.620596
78.20,2378129.582923,2378104.677730
78.30,2382815.213705,2382782.103763
78.40,2385930.308615,2385888.912554
78.50,2388028.737977,2387979.225667
78.60,2388063.406770,2388006.223421
78.70,2386888.916564,2386824.745045
78.80,2384011.460355,2383941.211474
78.90,2379754.074914,2379678.866164
79.00,2374195.944444,2374117.058983
79.10,2367656.999222,2367575.857284
79.20,2360076.722019,2359994.833416
79.30,2351954.369016,2351873.282155
79.40,2343387.326716,2343308.583232
79.50,2334587.761065,2334512.835230
79.60,2326291.615495,2326221.856584
79.70,2318303.869727,2318240.458338
79.80,2311374.815555,2311318.706410
79.90,2305138.806284,2305090.690724
80.00,2300358.553958,2300318.819140
80.10,2296841.200809,2296809.915656
80.20,2294783.087108,2294759.988571
80.30,2294527.681309,2294512.175560
80.40,2295854.766845,2295845.958351
80.50,2298824.032640,2298820.757013
80.60,2303147.831320,2303148.698589
80.70,2308522.819044,2308526.279772
80.80,2315178.111854,2315182.502018
80.90,2322774.274344,2322777.894776
81.00,2330838.649045,2330839.832403
81.10,2338988.887084,2338986.061041
81.20,2347190.561150,2347182.299744
81.30,2355385.749127,2355370.823054
81.40,2362500.212073,2362477.652804
81.50,2368705.122403,2368674.230493
81.60,2374224.885764,2374185.258075
81.70,2378228.313742,2378179.863374
81.80,2380873.948379,2380816.905416
81.90,2382143.070366,2382077.968811
82.00,2381724.100112,2381651.765740
82.10,2379959.329744,2379880.849411
82.20,2376522.370601,2376439.065671
82.30,2371815.581476,2371728.951137
82.40,2366217.761320,2366129.434390
82.50,2359254.387756,2359166.082431
82.60,2351941.526116,2351854.958990
82.70,2344173.054428,2344089.901766
82.80,2336186.173265,2336107.986062
82.90,2328258.653952,2328186.808176
83.00,2321067.925717,2321003.540759
83.10,2314467.524118,2314411.426064
83.20,2308934.288143,2308886.963252
83.30,2304604.662579,2304566.225048
83.40,2301469.729240,2301439.917752
83.50,2300138.206993,2300116.372503
83.60,2300316.365291,2300301.508601
83.70,2301984.584157,2301975.393553
83.80,2305074.410354,2305069.322552
83.90,2309690.190884,2309687.451666
84.00,2315421.225987,2315418.975940
84.10,2322106.663186,2322103.016857
84.20,2329324.345437,2329317.476468
84.30,2336747.404138,2336735.620205
84.40,2344423.019485,2344404.820381
84.50,2352070.750160,2352044.907512
84.60,2358691.906150,2358657.507262
84.70,2364924.192029,2364880.655197
84.80,2369865.391553,2369812.511807
84.90,2373725.946009,2373663.882105
85.00,2376155.482807,2376084.762411
85.10,2377124.783180,2377046.273699
85.20,2376555.791136,2376470.673388
85.30,2374515.645537,2374425.371329
85.40,2371117.425773,2371023.654527
85.50,2366405.088027,2366309.632459
85.60,2360753.947553,2360658.696991
85.70,2354173.803104,2354080.653903
85.80,2347088.511064,2346999.284096
85.90,2339722.595948,2339638.950438
86.00,2332403.136860,2332326.510247
86.10,2325419.304315,2325350.822492
86.20,2319073.275051,2319013.707709
86.30,2313730.726264,2313680.437264
86.40,2309564.438205,2309523.361466
86.50,2306412.454145,2306380.097651
86.60,2304937.616991,2304913.048665
86.70,2305009.244390,2304991.165335
86.80,2306340.089170,2306326.880507
86.90,2309457.043802,2309446.832113
87.00,2313605.724523,2313596.497470
87.10,2319041.119111,2319030.798125
87.20,2325152.402575,2325138.960891
87.30,2331974.866052,2331956.409669
87.40,2338923.636161,2338898.503444
87.50,2346020.143070,2345986.961332
87.60,2352717.842706,2352675.609949
87.70,2358901.557981,2358849.665076
87.80,2364090.405822,2364028.675651
87.90,2368039.864795,2367968.548465
88.00,2371079.327194,2370999.083180
88.10,2372483.781909,2372395.673371
88.20,2372649.302452,2372554.725535
88.30,2371096.312826,2370996.956087
88.40,2368131.745883,2368029.514378
88.50,2364162.009392,2364058.931080
88.60,2359062.900498,2358961.058512
88.70,2353237.582748,2353139.008531
88.80,2346693.454264,2346600.044629
88.90,2339820.607704,2339734.024346
89.00,2333310.854187,2333232.431668
89.10,2326725.778803,2326656.477188
89.20,2321028.584263,2320968.906607
89.30,2316079.520543,2316029.496076
89.40,2312384.344983,2312343.500964
89.50,2309887.625289,2309855.013042
89.60,2308884.484178,2308858.724115
89.70,2309241.221666,2309220.564878
89.80,2311212.724259,2311195.137172
89.90,2314334.265453,2314317.550199
90.00,2318778.610545,2318760.501831
90.10,2324160.182205,2324138.478931
90.20,2330062.740191,2330035.413758
90.30,2336619.063153,2336584.354648
90.40,2343110.334290,2343066.851109
90.50,2349312.088878,2349258.860626
90.60,2355310.571094,2355247.088356
90.70,2360264.294894,2360190.555118
90.80,2364318.713632,2364235.197170
90.90,2367203.899765,2367111.545367
91.00,2368709.823259,2368609.992673
91.10,2368682.877062,2368577.293121
91.20,2367386.625216,2367277.278676
91.30,2364735.454877,2364624.522451
91.40,2361036.763898,2360926.498970
91.50,2356424.490294,2356317.120825
91.60,2350860.006676,2350757.630041
91.70,2344729.545506,2344634.008056
91.80,2338482.452605,2338395.254302
91.90,2332281.201070,2332203.412892
92.00,2326525.588090,2326457.786245
92.10,2321360.854100,2321303.075234
92.20,2317244.248162,2317195.973640
92.30,2314306.520114,2314266.703303
92.40,2312734.911393,2312702.021042
92.50,2312231.633457,2312203.747742
92.60,2313623.124260,2313597.994867
92.70,2316022.574062,2315997.806510
92.80,2319647.352738,2319620.502463
92.90,2324273.747998,2324242.469431
93.00,2329720.749909,2329682.924810
93.10,2335717.510715,2335671.362819
93.20,2341574.111469,2341518.312834
93.30,2347521.743853,2347455.458923
93.40,2352913.093652,2352836.038748
93.50,2357600.305697,2357512.749528
93.60,2361349.354984,2361252.114752
93.70,2364071.036107,2363965.418130
93.80,2365234.497771,2365122.248051
93.90,2365319.586317,2365202.775280
94.00,2364031.524708,2363912.467498
94.10,2361647.650701,2361528.771776
94.20,2357834.283451,2357718.013958
94.30,2353330.726101,2353219.342423
94.40,2347970.659153,2347866.186939
94.50,2342369.835565,2342273.916480
94.60,2336594.881608,2336508.689046
94.70,2330951.162997,2330875.316368
94.80,2325818.218937,2325752.737082
94.90,2321666.559015,2321610.849579
95.00,2318470.755638,2318423.633510
95.10,2316448.998084,2316408.766494
95.20,2315406.623181,2315371.152301
95.30,2316067.268193,2316034.102709
95.40,2317878.033499,2317844.572003
95.50,2320836.749615,2320800.380211
95.60,2324920.927927,2324879.183905
95.70,2329791.945252,2329742.663430
95.80,2334941.568326,2334883.014069
95.90,2340689.282382,2340620.217911
96.00,2346003.924172,2345923.739331
96.10,2350997.361245,2350906.045842
96.20,2355532.628879,2355430.784752
96.30,2358917.554218,2358806.383711
96.40,2361392.095714,2361273.302063
96.50,2362598.157123,2362473.866029
96.60,2362546.029549,2362418.665567
96.70,2361057.917870,2360930.079233
96.80,2358666.230652,2358540.522069
96.90,2355016.292486,2354895.212070
97.00,2350628.187889,2350513.950049
97.10,2345555.566867,2345449.998542
97.20,2340334.533701,2340238.929557
97.30,2335069.425094,2334984.483603
97.40,2330064.863807,2329990.629446
97.50,2325795.038822,2325730.876460
97.60,2322309.607056,2322254.236231
97.70,2319675.795905,2319627.376095
97.80,2318477.304440,2318433.505166
97.90,2318351.520240,2318309.706686
98.00,2319624.287251,2319581.655475
98.10,2321947.931458,2321901.710726
98.20,2325140.734692,2325088.354207
98.30,2329551.648303,2329490.881609
98.40,2334228.041391,2334157.189945
98.50,2339203.214228,2339121.169612
98.60,2344502.598863,2344408.921544
98.70,2349099.929150,2348994.894430
98.80,2353243.526453,2353128.070563
98.90,2356703.727133,2356579.394800
99.00,2358831.266588,2358700.147847
99.10,2360102.466763,2359967.018491
99.20,2359956.504082,2359819.452119
99.30,2358627.434355,2358491.584398
99.40,2356405.256314,2356273.323277
99.50,2353095.443897,2352969.907232
99.60,2348825.248072,2348708.189460
99.70,2344045.131339,2343938.082547
99.80,2339339.520418,2339243.360845
99.90,2334438.181950,2334353.096503
100.00,2330069.233891,2329994.656979
100.10,2326137.164106,2326071.830253
100.20,2323245.030202,2323187.018787
100.30,2321283.253205,2321230.136199
100.40,2320613.071479,2320562.042835
100.50,2320902.382262,2320850.477013
100.60,2322611.944310,2322556.200083
100.70,2325273.469395,2325211.161881
100.80,2328785.584684,2328714.397716
100.90,2333050.899585,2332969.076887
101.00,2337745.630753,2337652.101204
101.10,2342301.202695,2342195.645489
101.20,2346800.618423,2346683.469614
101.30,2350930.977147,2350803.406660
101.40,2354054.445470,2353918.296258
101.50,2356373.819527,2356231.448122
101.60,2357716.846452,2357570.995293
101.70,2357948.904319,2357802.524401
101.80,2357018.483570,2356874.548991
101.90,2354894.151722,2354755.465816
102.00,2351815.011822,2351684.020370
102.10,2348227.577990,2348106.192153
102.20,2343992.409340,2343881.902049
102.30,2339331.365984,2339232.270877
102.40,2334986.719887,2334898.738161
102.50,2330873.425163,2330795.490233
102.60,2327309.387941,2327239.697024
102.70,2324819.768679,2324755.895569
102.80,2323115.760610,2323054.842544
102.90,2322626.569698,2322565.479906
103.00,2323492.001815,2323427.577285
103.10,2324905.802642,2324835.112059
103.20,2327465.959695,2327386.446496
103.30,2331078.465418,2330988.162434
103.40,2334852.025236,2334749.727517
103.50,2339475.921471,2339361.184956
103.60,2343574.596463,2343447.877116
103.70,2347478.017708,2347340.543625
103.80,2350943.067885,2350796.783975
103.90,2353614.517345,2353461.955954
104.00,2355338.798976,2355182.902582
104.10,2355992.588526,2355836.501913
104.20,2355578.023531,2355424.885901
104.30,2354017.771079,2353870.500117
104.40,2351587.537265,2351448.623558
104.50,2348518.746267,2348390.061565
104.60,2344754.985745,2344637.690109
104.70,2340523.338245,2340417.745408
104.80,2336504.600036,2336410.142719
104.90,2332683.380535,2332598.657751
105.00,2329218.976772,2329141.840495
105.10,2326754.243793,2326681.922710
105.20,2324985.280376,2324914.618733
105.30,2324583.353371,2324510.995786
105.40,2324974.252799,2324896.951858
105.50,2326292.397597,2326207.227547
105.60,2328679.417961,2328583.983090
105.70,2331892.441190,2331785.086898
105.80,2335616.924917,2335496.844115
105.90,2339523.944330,2339391.250350
106.00,2343513.398236,2343369.089942
106.10,2347057.343153,2346903.259351
106.20,2350270.889186,2350109.532453
106.30,2352550.318208,2352384.711044
106.40,2353950.396770,2353783.832503
106.50,2354199.837175,2354035.661503
106.60,2353713.605735,2353554.942666
106.70,2352154.611115,2352004.171300
106.80,2349690.009924,2349549.882470
106.90,2346506.182488,2346377.653105
107.00,2342883.049080,2342766.510227
107.10,2339019.591641,2338914.493207
107.20,2335372.832720,2335277.716633
107.30,2332111.860011,2332024.449612
107.40,2329176.240727,2329093.633472
107.50,2327133.905240,2327052.749669
107.60,2326083.244486,2326000.023491
107.70,2326049.847505,2325961.154126
107.80,2327017.373336,2326920.182942
107.90,2328847.802190,2328739.715283
108.00,2331567.101339,2331446.524117
108.10,2334778.488922,2334644.779531
108.20,2338408.769666,2338262.266564
108.30,2341998.836338,2341840.848190
108.40,2345532.262315,2345364.940926
108.50,2348460.083122,2348286.279873
108.60,2350854.490080,2350677.507809
108.70,2352325.867381,2352149.231775
108.80,2352929.181781,2352756.347627
108.90,2352445.678560,2352279.790921
109.00,2350944.910725,2350788.545600
109.10,2348806.415473,2348661.356034
109.20,2345955.461273,2345822.589799
109.30,2342730.815612,2342610.011024
109.40,2339227.484768,2339117.628382
109.50,2335768.401545,2335667.449944
109.60,2332727.038128,2332632.167499
109.70,2330271.895699,2330179.731527
109.80,2328253.165892,2328160.070369
109.90,2327389.137245,2327291.454941
110.00,2327563.548785,2327457.956831
110.10,2328547.161884,2328430.948161
110.20,2330402.516725,2330273.782959
110.30,2332915.462805,2332773.313926
110.40,2335999.649295,2335844.241105
110.50,2339469.030005,2339301.558949
110.60,2342666.355190,2342488.991986
110.70,2345785.684427,2345601.337250
110.80,2348273.758424,2348085.881608
110.90,2350331.726959,2350143.999368
111.00,2351419.432241,2351235.504161
111.10,2351657.386324,2351480.549745
111.20,2350816.145640,2350649.091570
111.30,2349059.985889,2348904.565623
111.40,2346896.527565,2346753.572262
111.50,2344012.474270,2343881.771513
111.60,2340778.956505,2340659.225091
111.70,2337426.958727,2337315.932909
111.80,2334466.366481,2334360.975639
111.90,2331812.129623,2331708.778390
112.00,2329969.554623,2329864.386473
112.10,2328791.471276,2328680.738269
112.20,2328417.239848,2328297.610260
112.30,2329318.959163,2329187.773070
112.40,2330668.403860,2330524.007968
112.50,2332974.552225,2332816.334304
112.60,2335645.768392,2335474.302747
112.70,2338913.157023,2338730.069629
112.80,2341954.352431,2341762.267644
112.90,2344850.499907,2344652.742076
113.00,2347296.233717,2347096.572450
113.10,2349098.519540,2348900.839920
113.20,2350268.509663,2350076.472894
113.30,2350413.573942,2350230.337457
113.40,2349858.877533,2349686.779210
113.50,2348479.230631,2348319.615947
113.60,2346211.044344,2346064.153019
113.70,2343550.681287,2343415.583461
113.80,2340340.748357,2340215.436963
113.90,2337557.031510,2337438.539030
114.00,2334785.978140,2334670.703090
114.10,2332449.427231,2332333.397521
114.20,2330515.823393,2330395.075162
114.30,2329740.629070,2329611.512682
114.40,2329602.197887,2329461.790910
114.50,2330303.746487,2330150.067761
114.60,2331983.667837,2331815.880725
114.70,2334217.842027,2334036.332532
114.80,2336878.658604,2336685.013809
114.90,2339836.326658,2339633.156616
115.00,2342703.461571,2342494.198420
115.10,2345323.865742,2345112.429194
115.20,2347447.290065,2347237.743118
115.30,2348886.593260,2348682.779610
115.40,2349574.866271,2349380.064004
115.50,2349661.254293,2349477.868058
115.60,2348417.719537,2348247.132901
115.70,2346742.926686,2346585.260678
115.80,2344564.283189,2344418.439115
115.90,2341726.912249,2341590.685148
116.00,2338935.299888,2338805.496873
116.10,2336141.204502,2336013.986403
116.20,2333770.645425,2333641.839504
116.30,2331794.368779,2331659.889653
116.40,2330781.516040,2330637.701545
116.50,2330211.934456,2330055.972044
116.60,2330711.039375,2330541.156417
116.70,2331816.068317,2331631.775848
116.80,2333833.474949,2333635.556886
116.90,2336430.595424,2336221.073589
117.00,2339090.356502,2338872.313196
117.10,2341927.732744,2341704.967891
117.20,2344524.378377,2344301.089047
117.30,2346768.858073,2346549.222433
117.40,2348095.114641,2347882.942800
117.50,2348791.611137,2348589.926494
117.60,2348826.193021,2348636.971733
117.70,2347915.831062,2347739.854139
117.80,2346496.408326,2346333.114694
117.90,2344281.942319,2344129.535993
118.00,2341638.038222,2341493.605215
118.10,2339068.567412,2338928.329906
118.20,2336202.678962,2336062.419049
118.30,2334053.854489,2333909.211556
118.40,2332379.653110,2332226.641336
118.50,2331156.133160,2330991.523289
118.60,2330837.044671,2330658.630240
118.70,2331432.001058,2331238.879525
118.80,2332799.057057,2332591.705826
118.90,2334704.333296,2334484.580008
119.00,2337144.290512,2336915.109968
119.10,2339584.643818,2339349.895552
119.20,2342273.741774,2342037.732589
119.30,2344664.815779,2344431.933912
119.40,2346562.060018,2346336.320078
119.50,2347815.189445,2347599.848477
119.60,2348406.499748,2348203.722676
119.70,2348113.469053,2347924.142014
119.80,2346824.150288,2346647.784801
119.90,2345391.272775,2345225.975653
120.00,2343094.989110,2342937.765530
120.10,2340466.215769,2340313.155935
120.20,2337901.511374,2337748.189706
120.30,2335495.008827,2335336.945842
120.40,2333546.069603,2333379.166076
120.50,2332041.234879,2331862.219987
120.60,2331492.908425,2331299.628468
120.70,2331676.120547,2331467.838637
120.80,2332396.564584,2332174.013859
120.90,2334148.881776,2333914.149663
121.00,2336185.029784,2335941.429517
121.10,2338713.669854,2338465.321680
121.20,2341236.648461,2340988.109830
121.30,2343801.976849,2343557.728911
121.40,2345611.397693,2345375.461476
121.50,2347217.675944,2346993.092047
121.60,2347885.053668,2347673.688814
121.70,2348030.080077,2347832.338861
121.80,2346959.433471,2346774.317368
121.90,2345337.227078,2345162.318138
122.00,2343380.203178,2343211.937529
122.10,2341059.966978,2340894.027741
122.20,2338360.581284,2338192.332109
122.30,2335955.466649,2335780.377999
122.40,2333913.457545,2333727.637221
122.50,2332522.730322,2332323.318433
122.60,2331798.785224,2331584.285552
122.70,2332051.279383,2331821.694180
122.80,2332860.692765,2332617.599400
122.90,2334437.406269,2334183.719316
123.00,2336481.593810,2336221.295323
123.10,2338856.340148,2338594.034371
123.20,2341485.658423,2341226.072928
123.30,2343652.673626,2343400.210752
123.40,2345735.151734,2345493.325686
123.50,2347035.571984,2346806.743348
123.60,2347762.082035,2347547.118462
123.70,2347307.808190,2347106.081896
123.80,2346752.060273,2346561.360198
123.90,2344736.749972,2344553.735276
124.00,2342717.679251,2342537.968041
124.10,2340372.417410,2340191.224834
124.20,2337722.317866,2337534.933233
124.30,2335297.031391,2335099.290310
124.40,2333730.231071,2333518.960658
124.50,2332539.390377,2332312.867583
124.60,2332082.434991,2331840.512254
124.70,2332424.275315,2332168.415497
124.80,2333591.343046,2333324.469576
124.90,2335317.351178,2335043.542555
125.00,2337458.890452,2337182.904250
125.10,2340098.575011,2339825.299187
125.20,2342526.090100,2342260.072125
125.30,2344713.717168,2344458.594800
125.40,2346321.520952,2346079.666459
